Year,Player,Nation,Pos,Squad,Age,Born,MP,Starts,Min,90s,Gls,Ast,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,PrgC,PrgP,PrgR
2020-2021,Sébastien Haller,ci CIV,FW,West Ham,26,1994,16,10,937,10.4,3,0,0,0,0,0,2.9,2.9,1.4,4,19,52
2020-2021,Rekeem Harper,eng ENG,MF,West Brom,20,2000,2,0,32,0.4,0,0,0,0,0,0,0,0,0,0,1,1
2020-2021,Jack Harrison,eng ENG,MFFW,Leeds United,23,1996,36,34,2847,31.6,8,8,0,0,2,0,5.8,5.8,6.5,108,98,307
2020-2021,Kortney Hause,eng ENG,DF,Aston Villa,25,1995,7,7,630,7,1,0,0,0,2,0,1,1,0,1,10,0
2020-2021,Kai Havertz,de GER,MFFW,Chelsea,21,1999,27,18,1520,16.9,4,3,0,0,2,0,5.5,5.5,1.3,47,74,133
2020-2021,Isaac Hayden,eng ENG,MFDF,Newcastle Utd,25,1995,24,22,1942,21.6,0,0,0,0,8,0,0.7,0.7,0.3,7,47,20
2020-2021,Michael Hector,jm JAM,DF,Fulham,28,1992,4,3,263,2.9,0,0,0,0,2,0,0.1,0.1,0,0,12,0
2020-2021,Ahmed Hegazi,eg EGY,DF,West Brom,29,1991,1,1,90,1,0,0,0,0,0,0,0,0,0,0,2,0
2020-2021,Dean Henderson,eng ENG,GK,Manchester Utd,23,1997,13,12,1125,12.5,0,0,0,0,3,0,0,0,0,0,0,0
2020-2021,Jordan Henderson,eng ENG,MFDF,Liverpool,30,1990,21,20,1704,18.9,1,1,0,0,0,0,1.3,1.3,1.5,46,169,21
2020-2021,Jeff Hendrick,ie IRL,MF,Newcastle Utd,28,1992,22,17,1422,15.8,2,1,0,0,3,1,1.1,1.1,1.1,7,37,24
2020-2021,Pablo Hernández,es ESP,MF,Leeds United,35,1985,16,3,427,4.7,0,2,0,0,1,0,1.1,1.1,0.7,33,70,34
2020-2021,Son Heung-min,kr KOR,FW,Tottenham,28,1992,37,36,3114,34.6,17,10,1,1,0,0,9.7,8.9,8.4,88,87,266
2020-2021,Ki-Jana Hoever,nl NED,DFMF,Wolves,18,2002,12,5,577,6.4,0,0,0,0,1,0,0,0,0.2,17,19,38
2020-2021,Rob Holding,eng ENG,DF,Arsenal,24,1995,30,28,2558,28.4,0,1,0,0,2,0,1,1,0.2,10,114,1
2020-2021,Mason Holgate,eng ENG,DF,Everton,23,1996,28,26,2287,25.4,1,0,0,0,9,0,1,1,0.7,21,57,36
2020-2021,Conor Hourihane,ie IRL,MF,Aston Villa,29,1991,4,3,225,2.5,1,1,0,0,0,0,0.7,0.7,0.6,1,23,11
2020-2021,Callum Hudson-Odoi,eng ENG,FWDF,Chelsea,19,2000,23,10,1059,11.8,2,3,0,0,0,0,1.3,1.3,2.8,89,75,155
2020-2021,Niall Huggins,wls WAL,DF,Leeds United,19,2000,1,0,38,0.4,0,0,0,0,0,0,0,0,0,1,1,1
2020-2021,Pierre Højbjerg,dk DEN,MF,Tottenham,24,1995,38,38,3420,38,2,4,0,0,9,0,1.1,1.1,1.6,36,218,26
2020-2021,Odion Ighalo,ng NGA,FW,Manchester Utd,31,1989,1,0,10,0.1,0,0,0,0,0,0,0,0,0,0,0,1
2020-2021,Kelechi Iheanacho,ng NGA,FW,Leicester City,23,1996,25,16,1459,16.2,12,2,0,1,1,0,8.2,7.4,3.7,31,41,124
2020-2021,Danny Ings,eng ENG,FW,Southampton,28,1992,29,26,2173,24.1,12,4,2,2,1,0,8.5,6.9,2.1,37,52,134
2020-2021,Branislav Ivanović,rs SRB,DF,West Brom,36,1984,13,8,767,8.5,0,0,0,0,2,0,0.5,0.5,0.1,0,10,1
2020-2021,Alex Iwobi,ng NGA,FWMF,Everton,24,1996,30,17,1542,17.1,1,2,0,0,0,0,0.9,0.9,1.9,72,65,99
2020-2021,José Izquierdo,co COL,DF,Brighton,28,1992,1,0,9,0.1,0,0,0,0,0,0,0,0,0,1,0,2
2020-2021,Phil Jagielka,eng ENG,DF,Sheffield Utd,37,1982,10,6,526,5.8,0,0,0,0,1,1,0,0,0,1,6,2
2020-2021,Alireza Jahanbakhsh,ir IRN,FWMF,Brighton,26,1993,21,6,528,5.9,0,1,0,0,3,0,1.5,1.5,3,18,28,53
2020-2021,Daniel James,wls WAL,FW,Manchester Utd,22,1997,15,11,910,10.1,3,1,0,0,3,0,2.2,2.2,0.9,36,32,84
2020-2021,Reece James,eng ENG,DF,Chelsea,20,1999,32,25,2373,26.4,1,2,0,0,3,0,1.6,1.6,3.5,80,128,204
2020-2021,Alexandre Jankewitz,ch SUI,MF,Southampton,18,2001,2,1,3,0,0,0,0,0,0,1,0,0,0,0,1,0
2020-2021,Daniel Jebbison,eng ENG,FW,Sheffield Utd,17,2003,4,3,284,3.2,1,0,0,0,0,0,1.1,1.1,0,2,1,6
2020-2021,Gabriel Jesus,br BRA,FW,Manchester City,23,1997,29,22,2063,22.9,9,4,0,0,2,0,8.7,8.7,2.7,54,41,202
2020-2021,Raúl Jiménez,mx MEX,FW,Wolves,29,1991,10,10,823,9.1,4,0,0,0,0,0,2.4,2.4,0.3,23,26,46
2020-2021,Joelinton,br BRA,FWMF,Newcastle Utd,23,1996,31,23,1983,22,4,2,1,1,3,0,5.4,4.6,2.4,34,39,104
2020-2021,Ben Johnson,eng ENG,DFFW,West Ham,20,2000,14,5,523,5.8,1,0,0,0,1,0,0.4,0.4,0.4,11,20,24
2020-2021,Sam Johnstone,eng ENG,GK,West Brom,27,1993,37,37,3330,37,0,1,0,0,1,0,0,0,0.2,0,0,0
2020-2021,Curtis Jones,eng ENG,MF,Liverpool,19,2001,24,13,1179,13.1,1,2,0,0,2,0,1.7,1.7,1.5,42,89,79
2020-2021,Jorginho,it ITA,MF,Chelsea,28,1991,28,23,2010,22.3,7,1,7,9,2,0,7.3,0.2,1.7,16,145,14
2020-2021,Willian José,br BRA,FW,Wolves,28,1991,17,12,1110,12.3,1,0,0,0,0,0,1.6,1.6,1.2,12,15,55
2020-2021,Diogo Jota,pt POR,FW,Liverpool,23,1996,19,12,1112,12.4,9,0,0,0,2,0,6.4,6.4,1.6,54,43,125
2020-2021,James Justin,eng ENG,DF,Leicester City,22,1998,23,23,2070,23,2,1,0,0,4,0,2.2,2.2,2,64,94,135
2020-2021,Ozan Kabak,tr TUR,DF,Liverpool,20,2000,9,9,801,8.9,0,0,0,0,3,0,0.1,0.1,0,3,20,1
2020-2021,Aboubakar Kamara,mr MTN,FWMF,Fulham,25,1995,11,2,315,3.5,0,0,0,0,1,1,0.5,0.5,0.3,11,6,30
2020-2021,Harry Kane,eng ENG,FW,Tottenham,27,1993,35,35,3082,34.2,23,14,4,4,1,0,20.1,16.9,7.1,75,132,185
2020-2021,N'Golo Kanté,fr FRA,MF,Chelsea,29,1991,30,24,2146,23.8,0,2,0,0,7,0,0.6,0.6,1.3,38,116,39
2020-2021,Moise Kean,it ITA,FWMF,Everton,20,2000,2,0,15,0.2,0,0,0,0,0,0,0,0,0,4,0,5
2020-2021,Michael Keane,eng ENG,DF,Everton,27,1993,35,33,2991,33.2,3,1,0,0,4,0,1.5,1.5,1.1,14,78,3
2020-2021,Neeskens Kebano,cd COD,FWMF,Fulham,28,1992,5,1,119,1.3,0,0,0,0,0,0,0.3,0.3,0,7,1,15
2020-2021,Naby Keïta,gn GUI,MF,Liverpool,25,1995,10,7,520,5.8,0,0,0,0,1,0,0.4,0.4,0.6,18,33,19
2020-2021,Caoimhín Kelleher,ie IRL,GK,Liverpool,21,1998,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Martin Kelly,eng ENG,DF,Crystal Palace,30,1990,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Jonjoe Kenny,eng ENG,DF,Everton,23,1997,4,1,79,0.9,0,0,0,0,0,0,0,0,0,2,1,7
2020-2021,Reda Khadra,de GER,MF,Brighton,19,2001,1,0,5,0.1,0,0,0,0,0,0,0,0,0,1,0,1
2020-2021,Max Kilman,eng ENG,DF,Wolves,23,1997,18,14,1310,14.6,0,1,0,0,4,0,0.8,0.8,0.5,11,46,2
2020-2021,Joshua King,no NOR,MFFW,Everton,28,1992,11,0,148,1.6,0,0,0,0,0,0,0.6,0.6,0,9,5,20
2020-2021,Mateusz Klich,pl POL,MF,Leeds United,30,1990,35,28,2393,26.6,4,5,2,2,6,0,3,1.4,3.4,70,184,152
2020-2021,Robin Koch,de GER,DFMF,Leeds United,24,1996,17,13,1132,12.6,0,0,0,0,1,0,0.7,0.7,0.1,8,49,3
2020-2021,Sead Kolašinac,ba BIH,DF,Arsenal,27,1993,1,1,90,1,0,0,0,0,0,0,0,0,0,2,2,9
2020-2021,Terence Kongolo,nl NED,DF,Fulham,26,1994,1,1,90,1,0,0,0,0,0,0,0,0,0,0,3,1
2020-2021,Ezri Konsa,eng ENG,DF,Aston Villa,22,1997,36,35,3196,35.5,2,0,0,0,3,0,2.4,2.4,0.1,3,32,5
2020-2021,Cheikhou Kouyaté,sn SEN,DF,Crystal Palace,30,1989,36,35,3121,34.7,1,0,0,0,4,0,0.7,0.7,1,6,32,11
2020-2021,Mateo Kovačić,hr CRO,MF,Chelsea,26,1994,27,21,1815,20.2,0,1,0,0,4,0,1,1,1.7,51,189,37
2020-2021,Emil Krafth,se SWE,DF,Newcastle Utd,25,1994,16,14,1288,14.3,1,0,0,0,4,0,0.3,0.3,0.4,12,28,25
2020-2021,Filip Krovinović,hr CRO,MF,West Brom,24,1995,11,5,546,6.1,0,0,0,0,0,0,0.3,0.3,0.2,15,41,21
2020-2021,Alexandre Lacazette,fr FRA,FW,Arsenal,29,1991,31,22,1923,21.4,13,2,3,3,3,0,11.7,9.3,2.2,15,55,112
2020-2021,Adam Lallana,eng ENG,MFFW,Brighton,32,1988,30,16,1596,17.7,1,1,0,0,0,0,1.6,1.6,2.6,33,109,77
2020-2021,Érik Lamela,ar ARG,FWMF,Tottenham,28,1992,23,5,717,8,1,0,0,0,6,1,1.1,1.1,1,28,36,49
2020-2021,Tariq Lamptey,gh GHA,DFMF,Brighton,19,2000,11,11,886,9.8,1,1,0,0,4,1,0.7,0.7,0.8,40,26,76
2020-2021,Manuel Lanzini,ar ARG,MFFW,West Ham,27,1993,17,5,566,6.3,1,1,0,0,1,0,1,1,0.9,7,28,20
2020-2021,Aymeric Laporte,es ESP,DF,Manchester City,26,1994,16,14,1344,14.9,0,0,0,0,1,0,0.8,0.8,0.4,28,99,1
2020-2021,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,26,1993,19,19,1625,18.1,2,0,0,0,4,0,1.3,1.3,0.1,4,22,2
2020-2021,Maxime Le Marchand,fr FRA,DF,Fulham,30,1989,2,1,123,1.4,0,0,0,0,2,0,0,0,0,0,8,0
2020-2021,Mario Lemina,ga GAB,MF,Fulham,26,1993,28,19,1703,18.9,1,0,0,0,5,0,0.7,0.7,0.8,19,78,15
2020-2021,Bernd Leno,de GER,GK,Arsenal,28,1992,35,35,3131,34.8,0,0,0,0,0,1,0,0,0,0,2,0
2020-2021,Khanya Leshabela,za RSA,MF,Leicester City,20,1999,1,0,10,0.1,0,0,0,0,0,0,0,0,0,3,2,0
2020-2021,Jamal Lewis,nir NIR,DF,Newcastle Utd,22,1998,24,20,1837,20.4,0,1,0,0,4,0,0.1,0.1,1,27,41,56
2020-2021,Victor Lindelöf,se SWE,DF,Manchester Utd,26,1994,29,29,2585,28.7,1,1,0,0,0,0,0.6,0.6,0.3,18,92,2
2020-2021,Jesse Lingard,eng ENG,MFFW,West Ham,27,1992,16,16,1421,15.8,9,4,1,2,3,0,4.5,2.8,2.1,59,75,84
2020-2021,Jake Livermore,eng ENG,MF,West Brom,30,1989,18,15,1242,13.8,0,0,0,0,2,1,0.3,0.3,0.2,0,26,6
2020-2021,Diego Llorente,es ESP,DF,Leeds United,26,1993,15,14,1204,13.4,1,0,0,0,1,0,0.8,0.8,0.5,7,26,1
2020-2021,Hugo Lloris,fr FRA,GK,Tottenham,33,1986,38,38,3420,38,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Giovani Lo Celso,ar ARG,MF,Tottenham,24,1996,18,11,945,10.5,1,1,0,0,5,0,1.4,1.4,1,21,71,34
2020-2021,Ruben Loftus-Cheek,eng ENG,FW,Chelsea,24,1996,1,1,60,0.7,0,0,0,0,0,0,0,0,0,1,0,2
2020-2021,Ruben Loftus-Cheek,eng ENG,MFFW,Fulham,24,1996,30,21,1909,21.2,1,0,0,0,3,0,3.4,3.4,1.2,57,82,97
2020-2021,Kevin Long,ie IRL,DF,Burnley,29,1990,8,7,637,7.1,0,0,0,0,2,0,0.4,0.4,0,0,15,1
2020-2021,Shane Long,ie IRL,FW,Southampton,33,1987,11,1,210,2.3,0,0,0,0,0,0,0.1,0.1,0,1,3,10
2020-2021,Matthew Longstaff,eng ENG,MF,Newcastle Utd,20,2000,5,4,377,4.2,0,0,0,0,0,0,0,0,0.2,1,6,2
2020-2021,Sean Longstaff,eng ENG,MF,Newcastle Utd,22,1997,22,15,1412,15.7,0,1,0,0,2,0,1.4,1.4,1,5,45,18
2020-2021,Ademola Lookman,ng NGA,FWMF,Fulham,22,1997,34,31,2747,30.5,4,4,0,1,5,0,6.3,5.5,5.2,110,110,236
2020-2021,Max Lowe,eng ENG,DF,Sheffield Utd,23,1997,8,7,550,6.1,0,0,0,0,1,0,0.1,0.1,0.1,10,14,32
2020-2021,Matthew Lowton,eng ENG,DF,Burnley,31,1989,34,34,3060,34,1,1,0,0,5,0,0.8,0.8,3.1,49,127,59
2020-2021,David Luiz,br BRA,DF,Arsenal,33,1987,20,17,1396,15.5,1,0,0,0,1,1,0.9,0.9,0.5,22,68,3
2020-2021,Douglas Luiz,br BRA,MF,Aston Villa,22,1998,33,32,2781,30.9,0,2,0,0,10,1,1.2,1.2,1.6,47,131,32
2020-2021,John Lundstram,eng ENG,MF,Sheffield Utd,26,1994,28,23,2032,22.6,0,2,0,1,8,1,1.9,1.1,1.3,35,78,73
2020-2021,Alexis Mac Allister,ar ARG,MFFW,Brighton,21,1998,21,13,1115,12.4,1,1,0,0,1,0,1.3,1.3,1.5,15,48,55
2020-2021,James Maddison,eng ENG,MF,Leicester City,23,1996,31,24,2099,23.3,8,5,0,0,4,0,3.8,3.8,5.1,43,134,116
2020-2021,Harry Maguire,eng ENG,DF,Manchester Utd,27,1993,34,34,3047,33.9,2,1,0,0,11,0,2.3,2.2,0.3,42,194,14
2020-2021,Riyad Mahrez,dz ALG,FW,Manchester City,29,1991,27,23,1949,21.7,9,6,0,0,0,0,4.7,4.7,5,88,88,247
2020-2021,Ainsley Maitland-Niles,eng ENG,MFDF,Arsenal,22,1997,11,5,490,5.4,0,0,0,0,0,0,0.1,0.1,0.1,12,24,21
2020-2021,Ainsley Maitland-Niles,eng ENG,MF,West Brom,22,1997,15,14,1230,13.7,0,0,0,0,2,0,0.6,0.6,0.7,25,47,52
2020-2021,Josh Maja,ng NGA,FW,Fulham,21,1998,15,9,810,9,3,0,1,1,0,0,4.5,3.7,0.5,5,15,33
2020-2021,Sadio Mané,sn SEN,FW,Liverpool,28,1992,35,31,2810,31.2,11,7,0,0,3,0,14.1,14.1,7,142,112,366
2020-2021,Javier Manquillo,es ESP,DF,Newcastle Utd,26,1994,13,10,825,9.2,0,0,0,0,1,0,0,0,0.3,13,20,29
2020-2021,Fernando Marçal,br BRA,DFMF,Wolves,31,1989,13,7,623,6.9,0,0,0,0,2,0,0.1,0.1,0.1,8,23,14
2020-2021,Solly March,eng ENG,DFMF,Brighton,26,1994,21,19,1672,18.6,2,1,0,0,0,0,1.7,1.7,1.5,74,79,146
2020-2021,Pablo Marí,es ESP,DF,Arsenal,26,1993,10,10,900,10,0,0,0,0,2,0,0.1,0.1,0.3,4,21,0
2020-2021,Anthony Martial,fr FRA,FW,Manchester Utd,24,1995,22,17,1480,16.4,4,3,0,0,0,1,6.5,6.5,2,48,46,155
2020-2021,Martinelli,br BRA,FW,Arsenal,19,2001,14,7,589,6.5,2,1,0,0,0,0,3.3,3.3,1.8,23,8,62
2020-2021,Emiliano Martínez,ar ARG,GK,Aston Villa,27,1992,38,38,3420,38,0,0,0,0,1,0,0,0,0.1,0,0,0
2020-2021,Arthur Masuaku,cd COD,DFMF,West Ham,26,1993,12,12,1006,11.2,0,2,0,0,2,0,0.5,0.5,2.2,45,43,54
2020-2021,Juan Mata,es ESP,FWMF,Manchester Utd,32,1988,9,6,509,5.7,1,2,1,1,0,0,1,0.2,0.8,13,23,32
2020-2021,Jean-Philippe Mateta,fr FRA,FW,Crystal Palace,23,1997,7,2,221,2.5,1,0,0,0,0,0,0.3,0.3,0,2,3,11
2020-2021,Nemanja Matić,rs SRB,MF,Manchester Utd,31,1988,20,12,1106,12.3,0,0,0,0,2,0,0.3,0.3,0.7,40,86,12
2020-2021,Joël Matip,cm CMR,DF,Liverpool,28,1991,10,9,691,7.7,1,2,0,0,2,0,0.8,0.8,0.9,6,28,1
2020-2021,Neal Maupay,fr FRA,FWMF,Brighton,23,1996,33,29,2512,27.9,8,2,3,4,1,1,13.2,10.1,3.9,44,61,181
2020-2021,James McArthur,sct SCO,MF,Crystal Palace,32,1987,18,17,1466,16.3,0,2,0,0,3,0,0.3,0.3,1.2,15,80,29
2020-2021,Oliver McBurnie,sct SCO,FW,Sheffield Utd,24,1996,23,12,1324,14.7,1,0,0,0,2,0,3.9,3.9,1.1,14,44,58
2020-2021,Alex McCarthy,eng ENG,GK,Southampton,30,1989,30,30,2700,30,0,0,0,0,2,0,0,0,0,0,0,1
2020-2021,James McCarthy,ie IRL,MF,Crystal Palace,29,1990,16,10,821,9.1,0,0,0,0,1,0,0,0,0.3,1,28,4
2020-2021,John McGinn,sct SCO,MF,Aston Villa,25,1994,37,37,3330,37,3,5,0,0,12,0,2.5,2.5,3.6,33,221,79
2020-2021,David McGoldrick,ie IRL,FWMF,Sheffield Utd,32,1987,35,28,2397,26.6,8,1,0,0,7,0,6.9,6.9,1.1,42,94,162
2020-2021,Dwight McNeil,eng ENG,MF,Burnley,20,1999,36,34,3069,34.1,2,5,0,0,1,0,1.1,1.1,6.2,102,101,102
2020-2021,Scott McTominay,sct SCO,MF,Manchester Utd,23,1996,32,24,2129,23.7,4,1,0,0,3,0,2.1,2.1,1.7,57,118,26
2020-2021,Ben Mee,eng ENG,DF,Burnley,30,1989,30,30,2693,29.9,2,0,0,0,3,0,2.3,2.3,0.3,0,54,3
2020-2021,Hannibal Mejbri,tn TUN,MF,Manchester Utd,17,2003,1,0,9,0.1,0,0,0,0,0,0,0,0,0,0,1,0
2020-2021,Benjamin Mendy,fr FRA,DF,Manchester City,26,1994,13,11,953,10.6,2,1,0,0,2,0,0.3,0.3,0.2,13,29,74
2020-2021,Edouard Mendy,sn SEN,GK,Chelsea,28,1992,31,31,2745,30.5,0,0,0,0,2,0,0,0,0,0,0,0
2020-2021,Nampalys Mendy,sn SEN,MF,Leicester City,28,1992,23,15,1459,16.2,0,1,0,0,5,0,0.1,0.1,0.2,16,66,3
2020-2021,Illan Meslier,fr FRA,GK,Leeds United,20,2000,35,35,3150,35,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Luka Milivojević,rs SRB,MF,Crystal Palace,29,1991,31,27,2359,26.2,1,1,1,2,8,1,2.4,0.8,1.7,12,120,11
2020-2021,James Milner,eng ENG,MFDF,Liverpool,34,1986,26,11,1070,11.9,0,1,0,0,3,0,0.4,0.4,0.8,21,100,51
2020-2021,Yerry Mina,co COL,DF,Everton,25,1994,24,23,1937,21.5,2,0,0,0,2,0,1.6,1.6,0,9,48,2
2020-2021,Takumi Minamino,jp JPN,MF,Southampton,25,1995,10,9,711,7.9,2,0,0,0,1,0,1.5,1.5,0.5,19,15,42
2020-2021,Takumi Minamino,jp JPN,MFFW,Liverpool,25,1995,9,2,293,3.3,1,0,0,0,0,0,1.1,1.1,0,3,8,16
2020-2021,Tyrone Mings,eng ENG,DF,Aston Villa,27,1993,36,36,3194,35.5,2,2,0,0,6,1,1.9,1.9,0.4,12,104,5
2020-2021,Tyrick Mitchell,eng ENG,DF,Crystal Palace,20,1999,19,19,1710,19,1,1,0,0,1,0,0.8,0.8,0.2,15,77,30
2020-2021,Aleksandar Mitrović,rs SRB,FW,Fulham,25,1994,27,13,1402,15.6,3,3,1,2,3,0,6.2,4.6,2.7,10,27,88
2020-2021,Jakub Moder,pl POL,DFMF,Brighton,21,1999,12,7,647,7.2,0,0,0,0,0,0,0.8,0.8,0.2,21,30,50
2020-2021,Jayson Molumby,ie IRL,MF,Brighton,20,1999,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Wesley Moraes,br BRA,FW,Aston Villa,23,1996,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,1
2020-2021,Wes Morgan,jm JAM,DF,Leicester City,36,1984,3,0,18,0.2,0,0,0,0,0,0,0,0,0,0,2,0
2020-2021,Mason Mount,eng ENG,MF,Chelsea,21,1999,36,32,2890,32.1,6,5,1,1,2,0,6.3,5.5,8.2,131,233,225
2020-2021,Lucas Moura,br BRA,FWMF,Tottenham,27,1992,30,14,1411,15.7,3,4,0,0,1,0,1.9,1.9,2,43,46,78
2020-2021,Lys Mousset,fr FRA,FWMF,Sheffield Utd,24,1996,11,2,296,3.3,0,0,0,0,0,0,1,1,0.3,3,3,16
2020-2021,João Moutinho,pt POR,MF,Wolves,33,1986,33,28,2528,28.1,1,1,0,0,5,1,0.6,0.6,2.4,32,169,37
2020-2021,Joel Mumbongo,se SWE,FW,Burnley,21,1999,4,0,40,0.4,0,0,0,0,1,0,0,0,0,0,0,1
2020-2021,Jacob Murphy,eng ENG,DFMF,Newcastle Utd,25,1995,26,17,1626,18.1,2,3,0,0,3,0,1.7,1.7,3.8,48,47,46
2020-2021,Shkodran Mustafi,de GER,DF,Arsenal,28,1992,3,0,47,0.5,0,0,0,0,0,0,0,0,0,0,7,1
2020-2021,Marvelous Nakamba,zw ZIM,MF,Aston Villa,26,1994,13,9,749,8.3,0,0,0,0,3,0,0,0,0.1,1,9,2
2020-2021,Iliman Ndiaye,sn SEN,MF,Sheffield Utd,20,2000,1,0,12,0.1,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Wilfred Ndidi,ng NGA,MFDF,Leicester City,23,1996,26,25,2176,24.2,1,4,0,0,6,0,0.7,0.7,1.3,7,73,17
2020-2021,Tanguy Ndombele,fr FRA,MF,Tottenham,23,1996,33,28,2091,23.2,3,2,0,0,3,0,1.6,1.6,1.8,60,114,58
2020-2021,Reiss Nelson,eng ENG,FWMF,Arsenal,20,1999,2,0,71,0.8,0,0,0,0,0,0,0.1,0.1,0,4,4,6
2020-2021,Pedro Neto,pt POR,FWMF,Wolves,20,2000,31,30,2550,28.3,5,6,0,0,4,0,5.1,5.1,5.4,154,54,255
2020-2021,Rúben Neves,pt POR,MF,Wolves,23,1997,36,31,2675,29.7,5,1,3,3,8,0,5.1,2.7,1.9,22,212,25
2020-2021,Eddie Nketiah,eng ENG,FW,Arsenal,21,1999,17,4,423,4.7,2,1,0,0,0,0,1.8,1.8,0.6,6,6,29
2020-2021,Niels Nkounkou,fr FRA,DFFW,Everton,19,2000,2,1,81,0.9,0,0,0,0,1,0,0,0,0,4,2,8
2020-2021,Dan Nlundulu,eng ENG,FWMF,Southampton,21,1999,13,0,111,1.2,0,0,0,0,0,0,0.1,0.1,0,1,4,13
2020-2021,Mark Noble,eng ENG,MF,West Ham,33,1987,21,8,712,7.9,0,0,0,0,1,0,0,0,0.3,11,25,13
2020-2021,Will Norris,eng ENG,GK,Burnley,26,1993,2,2,180,2,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Oliver Norwood,nir NIR,MF,Sheffield Utd,29,1991,32,26,2220,24.7,0,0,0,0,6,0,0.5,0.5,2,7,125,19
2020-2021,Jack O'Connell,eng ENG,DF,Sheffield Utd,26,1994,2,2,180,2,0,0,0,0,0,0,0,0,0,0,5,2
2020-2021,Dara O'Shea,ie IRL,DF,West Brom,21,1999,28,25,2102,23.4,0,0,0,0,3,0,0.1,0.1,0.2,7,62,12
2020-2021,Michael Obafemi,ie IRL,FW,Southampton,20,2000,4,0,61,0.7,0,0,0,0,0,0,0,0,0.1,1,1,5
2020-2021,Denis Odoi,gh GHA,DF,Fulham,32,1988,3,3,270,3,0,0,0,0,1,0,0.1,0.1,0.1,5,10,5
2020-2021,Angelo Ogbonna,it ITA,DF,West Ham,32,1988,28,28,2492,27.7,3,0,0,0,5,0,1.7,1.7,0.8,7,36,3
2020-2021,Robin Olsen,se SWE,GK,Everton,30,1990,7,7,630,7,0,0,0,0,1,0,0,0,0,0,0,0
2020-2021,Josh Onomah,eng ENG,MF,Fulham,23,1997,11,4,374,4.2,0,0,0,0,1,0,0.4,0.4,0,8,19,14
2020-2021,Divock Origi,be BEL,FW,Liverpool,25,1995,9,2,186,2.1,0,0,0,0,0,0,1.1,1.1,0.2,5,5,18
2020-2021,Ben Osborn,eng ENG,MFDF,Sheffield Utd,25,1994,24,17,1604,17.8,1,0,0,0,1,0,1.1,1.1,2,27,77,100
2020-2021,Owen Otasowie,us USA,MFFW,Wolves,19,2001,6,2,187,2.1,0,1,0,0,1,0,0.5,0.5,0.1,3,3,7
2020-2021,Alex Oxlade-Chamberlain,eng ENG,MFFW,Liverpool,26,1993,13,2,253,2.8,1,1,0,0,0,0,0.3,0.3,0.3,5,20,21
2020-2021,Emerson Palmieri,it ITA,DF,Chelsea,25,1994,2,0,90,1,0,0,0,0,0,0,0,0,0,3,0,5
2020-2021,Thomas Partey,gh GHA,MF,Arsenal,27,1993,24,18,1534,17,0,2,0,0,5,0,1.3,1.3,1,33,121,18
2020-2021,Rui Patrício,pt POR,GK,Wolves,32,1988,37,37,3329,37,0,0,0,0,1,0,0,0,0,0,0,0
2020-2021,Bailey Peacock-Farrell,nir NIR,GK,Burnley,23,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Lee Peltier,eng ENG,DF,West Brom,33,1986,4,3,229,2.5,0,0,0,0,1,0,0,0,0,0,6,4
2020-2021,Nicolas Pépé,ci CIV,FW,Arsenal,25,1995,29,16,1616,18,10,1,1,1,1,1,5.8,5,1,56,45,199
2020-2021,Matheus Pereira,pt POR,MFFW,West Brom,24,1996,33,30,2577,28.6,11,6,4,4,2,1,7.3,4.2,6.3,79,115,133
2020-2021,Ricardo Pereira,pt POR,DFFW,Leicester City,26,1993,15,10,959,10.7,0,1,0,0,3,0,0.3,0.3,0.6,20,45,53
2020-2021,Ayoze Pérez,es ESP,MFFW,Leicester City,27,1993,25,15,1331,14.8,2,1,0,0,2,0,3.3,3.3,1.3,39,54,114
2020-2021,Kalvin Phillips,eng ENG,MF,Leeds United,24,1995,29,28,2428,27,1,2,0,0,10,0,0.5,0.5,3.4,13,137,14
2020-2021,Matt Phillips,sct SCO,MF,West Brom,29,1991,33,20,1828,20.3,2,1,0,0,1,0,2.8,2.8,3.4,47,51,99
2020-2021,Nathaniel Phillips,eng ENG,DF,Liverpool,23,1997,17,15,1456,16.2,1,1,0,0,2,0,1,1,0.6,9,55,3
2020-2021,Jaden Philogene Bidace,eng ENG,FW,Aston Villa,18,2002,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-2021,Jordan Pickford,eng ENG,GK,Everton,26,1994,31,31,2742,30.5,0,0,0,0,1,0,0,0,0,0,0,0
2020-2021,Erik Pieters,nl NED,DFMF,Burnley,31,1988,20,13,1266,14.1,0,1,0,0,1,0,0.2,0.2,0.4,14,37,16
2020-2021,Daniel Podence,pt POR,MFFW,Wolves,24,1995,24,22,1661,18.5,3,2,0,0,3,0,2.5,2.5,1.7,47,72,117
